frame_abs,frame_rel,time_s,mask_pixels,mask_ratio,temp_mean,temp_min,temp_max
1807,1027,72.280,167034,8.70,34.02,18.55,226.75
1808,1028,72.320,146053,7.61,29.54,16.75,226.45
1809,1029,72.360,135859,7.08,25.89,16.35,227.05
1810,1030,72.400,136384,7.10,23.39,14.95,132.25
1811,1031,72.440,114392,5.96,20.51,14.25,26.55
1812,1032,72.480,103674,5.40,18.56,13.25,25.85
1813,1033,72.520,93145,4.85,17.54,12.75,25.35
1814,1034,72.560,85956,4.48,18.09,12.35,41.65
1815,1035,72.600,78722,4.10,18.21,13.25,46.55
1816,1036,72.640,73111,3.81,18.03,12.75,43.25
1817,1037,72.680,66011,3.44,18.09,13.25,45.65
1818,1038,72.720,57932,3.02,18.12,13.25,46.25
1819,1039,72.760,51566,2.69,18.00,14.25,39.55
1820,1040,72.800,41770,2.18,18.49,14.55,31.55
1821,1041,72.840,34271,1.78,18.76,14.25,31.25
1822,1042,72.880,29022,1.51,18.93,13.65,25.35
1823,1043,72.920,21920,1.14,18.95,13.65,25.85
1824,1044,72.960,10532,0.55,18.69,14.55,25.35
1825,1045,73.000,5362,0.28,19.07,14.25,25.05
1826,1046,73.040,4239,0.22,18.14,14.25,24.65
1827,1047,73.080,48486,2.53,20.99,15.95,58.15
1828,1048,73.120,55749,2.90,21.15,15.45,53.35
1829,1049,73.160,56521,2.94,19.30,16.35,23.35
1830,1050,73.200,53724,2.80,17.32,15.45,19.65
1831,1051,73.240,55731,2.90,16.43,13.25,19.35
1832,1052,73.280,58339,3.04,16.31,11.75,23.05
1833,1053,73.320,56531,2.94,18.95,14.25,54.75
1834,1054,73.360,57348,2.99,24.66,16.35,92.05
1835,1055,73.400,56025,2.92,28.22,16.75,122.05
1836,1056,73.440,57188,2.98,33.60,15.45,216.55
1837,1057,73.480,58362,3.04,40.64,15.45,248.15
1838,1058,73.520,58557,3.05,43.37,15.45,235.45
1839,1059,73.560,59191,3.08,50.51,15.45,230.55
1840,1060,73.600,59276,3.09,60.57,15.95,230.65
1841,1061,73.640,59585,3.10,65.41,16.35,235.55
1842,1062,73.680,62473,3.25,64.90,16.75,239.65
1843,1063,73.720,62036,3.23,65.70,16.35,241.25
1844,1064,73.760,62777,3.27,65.42,16.35,240.75
1845,1065,73.800,64036,3.34,62.64,16.35,238.45
1846,1066,73.840,64914,3.38,65.81,16.35,235.45
1847,1067,73.880,64768,3.37,72.07,16.75,234.25
1848,1068,73.920,65607,3.42,76.07,16.75,239.95
1849,1069,73.960,67072,3.49,78.25,17.25,241.25
1850,1070,74.000,67953,3.54,79.61,16.75,249.85
1851,1071,74.040,69180,3.60,76.46,16.75,252.15
1852,1072,74.080,70025,3.65,72.85,16.35,251.25
1853,1073,74.120,70988,3.70,67.17,16.35,241.75
1854,1074,74.160,71971,3.75,59.12,15.95,202.65
1855,1075,74.200,72389,3.77,52.54,15.45,193.15
1856,1076,74.240,72660,3.78,48.59,15.45,196.25
1857,1077,74.280,73385,3.82,51.96,15.45,200.95
1858,1078,74.320,74692,3.89,56.02,16.35,202.95
1859,1079,74.360,75714,3.94,63.45,16.75,223.25
1860,1080,74.400,75895,3.95,71.51,17.55,253.35
1861,1081,74.440,76746,4.00,74.84,17.55,253.35
1862,1082,74.480,75500,3.93,80.67,17.55,248.05
1863,1083,74.520,75330,3.92,85.30,18.85,244.85
1864,1084,74.560,73918,3.85,88.34,19.35,242.55
1865,1085,74.600,73545,3.83,86.23,19.65,236.25
1866,1086,74.640,73167,3.81,82.15,20.15,226.25
1867,1087,74.680,72373,3.77,78.79,20.15,204.45
1868,1088,74.720,71217,3.71,71.74,20.15,211.55
1869,1089,74.760,71620,3.73,66.21,18.85,227.15
1870,1090,74.800,70477,3.67,61.07,18.85,231.15
1871,1091,74.840,71007,3.70,51.93,19.35,233.45
1872,1092,74.880,69496,3.62,44.80,18.85,214.45
1873,1093,74.920,69078,3.60,40.84,19.35,147.15
1874,1094,74.960,68742,3.58,37.74,20.15,121.95
1875,1095,75.000,68151,3.55,34.40,20.55,146.25
1876,1096,75.040,66788,3.48,32.68,20.95,165.05
1877,1097,75.080,65642,3.42,33.91,20.95,171.75
1878,1098,75.120,65605,3.42,38.02,21.75,176.55
1879,1099,75.160,66970,3.49,39.31,21.75,180.55
1880,1100,75.200,66724,3.48,39.71,22.65,183.55
1881,1101,75.240,66654,3.47,39.45,21.75,186.95
1882,1102,75.280,66912,3.48,39.04,21.75,188.45
1883,1103,75.320,67638,3.52,38.09,21.45,189.65
1884,1104,75.360,66855,3.48,37.17,21.45,188.45
1885,1105,75.400,66893,3.48,36.64,21.45,186.45
1886,1106,75.440,66621,3.47,35.95,21.45,188.05
1887,1107,75.480,66402,3.46,35.19,21.45,186.45
1888,1108,75.520,65007,3.39,34.16,20.55,188.85
1889,1109,75.560,64453,3.36,32.02,20.95,186.75
1890,1110,75.600,63838,3.32,30.71,20.95,180.55
1891,1111,75.640,63448,3.30,29.56,20.95,159.55
1892,1112,75.680,62063,3.23,27.73,20.95,69.55
1893,1113,75.720,61379,3.20,26.73,20.55,47.25
1894,1114,75.760,61477,3.20,26.34,20.55,44.65
1895,1115,75.800,61137,3.18,26.24,20.95,43.55
1896,1116,75.840,62168,3.24,26.23,20.55,43.95
1897,1117,75.880,62288,3.24,26.28,20.95,42.65
1898,1118,75.920,61391,3.20,26.35,20.55,42.65
1899,1119,75.960,61773,3.22,26.72,20.95,43.55
1900,1120,76.000,64790,3.37,27.26,20.95,52.65
1901,1121,76.040,67331,3.51,27.46,20.95,75.45
1902,1122,76.080,63677,3.32,26.94,20.95,47.85
1903,1123,76.120,61570,3.21,26.93,20.95,45.25
1904,1124,76.160,61406,3.20,27.04,20.55,47.55
1905,1125,76.200,62399,3.25,27.17,20.55,56.65
1906,1126,76.240,65331,3.40,27.54,20.15,90.45
1907,1127,76.280,62781,3.27,27.02,20.15,59.65
1908,1128,76.320,63501,3.31,27.30,19.65,64.25
1909,1129,76.360,64519,3.36,27.56,19.65,90.25
1910,1130,76.400,63306,3.30,27.15,19.65,72.75
1911,1131,76.440,57090,2.97,26.73,20.15,49.85
1912,1132,76.480,54575,2.84,26.53,20.15,45.25
1913,1133,76.520,53991,2.81,27.04,20.15,46.25
1914,1134,76.560,56630,2.95,28.54,20.15,71.05
1915,1135,76.600,57749,3.01,28.54,20.55,84.05
1916,1136,76.640,58943,3.07,28.41,20.55,83.85
1917,1137,76.680,61837,3.22,28.61,20.95,92.25
1918,1138,76.720,57738,3.01,28.80,20.55,80.45
1919,1139,76.760,61227,3.19,29.11,20.95,87.35
1920,1140,76.800,60248,3.14,29.18,20.55,74.85
1921,1141,76.840,61782,3.22,29.10,21.45,73.05
1922,1142,76.880,61962,3.23,29.26,21.45,81.95
1923,1143,76.920,62645,3.26,29.26,21.45,98.65
1924,1144,76.960,62780,3.27,29.39,20.95,114.15
1925,1145,77.000,62687,3.26,29.65,21.45,110.55
1926,1146,77.040,62515,3.26,29.98,21.45,105.45
1927,1147,77.080,62225,3.24,30.09,21.45,111.25
1928,1148,77.120,63115,3.29,30.02,21.75,114.55
1929,1149,77.160,64447,3.36,29.72,21.45,83.35
1930,1150,77.200,64012,3.33,29.06,21.45,72.05
1931,1151,77.240,63216,3.29,29.13,21.45,80.85
1932,1152,77.280,61536,3.21,29.16,20.95,78.35
1933,1153,77.320,64746,3.37,30.61,21.45,158.05
1934,1154,77.360,67393,3.51,32.47,21.45,187.95
1935,1155,77.400,61065,3.18,30.10,21.45,118.35
1936,1156,77.440,61366,3.20,30.46,21.45,147.95
1937,1157,77.480,61594,3.21,30.49,21.45,152.35
1938,1158,77.520,61714,3.21,30.31,21.45,131.25
1939,1159,77.560,65604,3.42,32.68,21.45,206.25
1940,1160,77.600,64678,3.37,31.47,21.45,177.95
1941,1161,77.640,62235,3.24,30.22,21.45,119.75
1942,1162,77.680,63933,3.33,30.44,21.45,148.45
1943,1163,77.720,64750,3.37,31.80,21.45,176.95
1944,1164,77.760,67857,3.53,32.57,21.45,194.55
1945,1165,77.800,65976,3.44,31.83,21.45,183.85
1946,1166,77.840,67977,3.54,33.07,20.95,197.35
1947,1167,77.880,65839,3.43,31.80,21.45,164.15
1948,1168,77.920,64267,3.35,31.35,21.45,151.25
1949,1169,77.960,64879,3.38,30.81,21.75,150.95
1950,1170,78.000,67967,3.54,31.81,21.75,185.95
1951,1171,78.040,62080,3.23,28.29,21.75,51.65
1952,1172,78.080,63010,3.28,28.33,21.75,56.95
1953,1173,78.120,68637,3.57,29.62,21.75,131.35
1954,1174,78.160,63970,3.33,28.56,21.75,52.85
1955,1175,78.200,64337,3.35,28.72,21.75,49.85
1956,1176,78.240,65094,3.39,28.87,21.75,49.25
1957,1177,78.280,65121,3.39,28.89,21.75,44.95
1958,1178,78.320,71327,3.71,29.92,21.45,83.85
1959,1179,78.360,73529,3.83,30.94,21.45,71.05
1960,1180,78.400,65675,3.42,34.07,21.75,112.75
1961,1181,78.440,65314,3.40,35.53,21.45,147.25
1962,1182,78.480,61921,3.23,37.26,21.45,153.15
1963,1183,78.520,68078,3.55,34.41,20.95,104.65
1964,1184,78.560,65449,3.41,33.72,20.95,102.75
1965,1185,78.600,63995,3.33,31.90,20.95,69.55
1966,1186,78.640,63421,3.30,31.16,20.95,100.05
1967,1187,78.680,66263,3.45,35.45,20.55,181.85
1968,1188,78.720,61898,3.22,35.20,20.95,195.85
1969,1189,78.760,57498,2.99,33.29,20.95,193.65
1970,1190,78.800,55675,2.90,32.23,21.45,191.85
1971,1191,78.840,54776,2.85,32.72,20.95,199.65
1972,1192,78.880,53901,2.81,27.82,20.55,135.45
1973,1193,78.920,54782,2.85,27.15,20.95,126.15
1974,1194,78.960,58758,3.06,27.75,20.95,165.65
1975,1195,79.000,63228,3.29,29.77,21.45,173.45
1976,1196,79.040,63366,3.30,28.31,20.95,42.25
1977,1197,79.080,64287,3.35,28.82,21.45,42.65
1978,1198,79.120,67987,3.54,29.51,21.45,51.45
1979,1199,79.160,69661,3.63,30.61,21.75,64.45
1980,1200,79.200,69628,3.63,30.87,21.75,62.55
1981,1201,79.240,78615,4.09,33.23,21.75,101.15
1982,1202,79.280,70658,3.68,35.83,22.65,150.65
1983,1203,79.320,79367,4.13,41.75,22.65,201.25
1984,1204,79.360,83863,4.37,43.21,22.65,214.15
1985,1205,79.400,89042,4.64,43.93,22.65,226.05
1986,1206,79.440,54354,2.83,42.23,22.65,177.25
1987,1207,79.480,51697,2.69,39.97,22.65,144.85
1988,1208,79.520,58426,3.04,38.41,24.25,94.25
1989,1209,79.560,57410,2.99,37.26,24.25,101.45
1990,1210,79.600,38062,1.98,31.47,24.25,45.65
1991,1211,79.640,35855,1.87,32.04,26.25,45.65
1992,1212,79.680,35260,1.84,33.81,26.25,62.55
1993,1213,79.720,33263,1.73,37.89,27.05,76.05
1994,1214,79.760,49653,2.59,39.51,26.25,93.95
1995,1215,79.800,53893,2.81,44.86,25.35,161.15
1996,1216,79.840,73438,3.82,51.93,25.05,278.95
1997,1217,79.880,69664,3.63,57.80,25.05,280.05
1998,1218,79.920,78460,4.09,81.04,25.05,288.05
1999,1219,79.960,76830,4.00,93.73,25.05,293.35
2000,1220,80.000,75802,3.95,90.10,25.35,286.85
2001,1221,80.040,65079,3.39,72.68,25.35,277.55
2002,1222,80.080,68247,3.55,70.42,26.25,279.45
2003,1223,80.120,70692,3.68,67.59,25.35,280.75
2004,1224,80.160,69385,3.61,50.80,25.05,272.55
2005,1225,80.200,90855,4.73,75.63,24.65,276.05
2006,1226,80.240,64051,3.34,36.96,24.25,80.05
2007,1227,80.280,72481,3.78,53.81,23.75,281.85
2008,1228,80.320,49413,2.57,30.72,23.75,47.85
2009,1229,80.360,50568,2.63,30.87,23.75,46.55
2010,1230,80.400,51026,2.66,30.65,23.75,46.25
2011,1231,80.440,51415,2.68,30.57,24.25,46.25
2012,1232,80.480,56241,2.93,31.68,23.75,69.25
2013,1233,80.520,59064,3.08,33.17,24.25,83.35
2014,1234,80.560,65586,3.42,36.59,24.25,145.25
2015,1235,80.600,67042,3.49,41.51,25.35,199.65
2016,1236,80.640,64398,3.35,48.16,25.35,228.25
2017,1237,80.680,67269,3.50,55.68,24.65,231.15
2018,1238,80.720,70643,3.68,62.30,24.25,243.05
2019,1239,80.760,74134,3.86,70.29,23.75,245.05
2020,1240,80.800,93097,4.85,72.94,23.75,246.95
2021,1241,80.840,55498,2.89,93.42,23.05,246.75
2022,1242,80.880,49382,2.57,94.99,24.25,241.85
2023,1243,80.920,50040,2.61,98.03,24.25,241.85
2024,1244,80.960,79396,4.14,67.46,23.05,233.85
2025,1245,81.000,71630,3.73,58.03,23.35,234.75
2026,1246,81.040,46885,2.44,49.78,23.75,222.35
2027,1247,81.080,47013,2.45,42.16,24.25,155.85
2028,1248,81.120,45708,2.38,37.31,24.25,78.35
2029,1249,81.160,32040,1.67,34.67,25.05,56.95
2030,1250,81.200,25748,1.34,29.33,25.35,42.25
2031,1251,81.240,27073,1.41,31.26,25.35,44.25
2032,1252,81.280,27327,1.42,33.33,25.85,46.25
2033,1253,81.320,30698,1.60,36.20,25.05,76.55
2034,1254,81.360,48992,2.55,36.20,24.65,81.95
2035,1255,81.400,53448,2.78,42.64,24.65,125.35
2036,1256,81.440,54563,2.84,44.62,25.05,143.95
2037,1257,81.480,61966,3.23,55.20,25.05,249.45
2038,1258,81.520,71980,3.75,70.24,25.05,254.45
2039,1259,81.560,62267,3.24,67.05,25.85,248.05
2040,1260,81.600,59820,3.12,71.84,25.85,252.45
2041,1261,81.640,62902,3.28,79.63,25.35,254.35
2042,1262,81.680,77045,4.01,80.10,25.05,275.25
2043,1263,81.720,81340,4.24,86.87,25.85,288.45
2044,1264,81.760,86800,4.52,93.52,25.35,281.75
2045,1265,81.800,57744,3.01,38.01,25.35,102.35
2046,1266,81.840,44131,2.30,31.32,25.05,47.25
2047,1267,81.880,45330,2.36,30.94,25.05,45.25
2048,1268,81.920,49266,2.57,30.95,25.05,45.25
2049,1269,81.960,48469,2.52,30.89,25.05,46.05
2050,1270,82.000,55343,2.88,31.42,24.25,50.15
2051,1271,82.040,60007,3.13,31.88,24.25,54.55
2052,1272,82.080,61686,3.21,32.96,24.25,71.05
2053,1273,82.120,66433,3.46,35.35,23.35,82.85
2054,1274,82.160,70225,3.66,38.58,22.65,119.55
2055,1275,82.200,73300,3.82,43.29,22.65,184.65
2056,1276,82.240,72740,3.79,46.63,22.65,250.45
2057,1277,82.280,74782,3.89,52.07,22.65,284.25
2058,1278,82.320,72019,3.75,58.30,22.65,285.25
2059,1279,82.360,61713,3.21,69.34,23.35,288.55
2060,1280,82.400,56535,2.94,78.86,23.35,288.25
2061,1281,82.440,49385,2.57,81.95,23.75,288.85
2062,1282,82.480,46207,2.41,72.04,24.25,287.55
2063,1283,82.520,46296,2.41,63.72,23.05,288.25
2064,1284,82.560,45654,2.38,54.98,24.25,288.05
2065,1285,82.600,48683,2.54,46.12,24.25,195.45
2066,1286,82.640,61267,3.19,41.13,24.65,130.45
2067,1287,82.680,47115,2.45,38.63,25.05,91.15
2068,1288,82.720,44758,2.33,37.36,24.65,81.75
2069,1289,82.760,33269,1.73,30.60,25.05,44.65
2070,1290,82.800,36005,1.88,31.72,25.35,47.25
2071,1291,82.840,47121,2.45,37.06,25.35,77.55
2072,1292,82.880,33206,1.73,31.15,25.35,44.65
2073,1293,82.920,34990,1.82,31.56,25.35,45.25
2074,1294,82.960,31643,1.65,31.21,25.35,44.95
2075,1295,83.000,34110,1.78,31.98,25.05,44.65
2076,1296,83.040,31540,1.64,31.54,25.05,44.65
2077,1297,83.080,31784,1.66,31.77,25.05,45.25
2078,1298,83.120,30984,1.61,31.60,25.35,45.65
2079,1299,83.160,33086,1.72,32.43,25.05,52.35
2080,1300,83.200,32624,1.70,32.25,24.65,52.65
2081,1301,83.240,32534,1.69,32.09,24.25,52.65
2082,1302,83.280,29418,1.53,31.29,24.25,50.75
2083,1303,83.320,29559,1.54,31.57,23.75,52.65
2084,1304,83.360,29245,1.52,31.61,23.75,52.35
2085,1305,83.400,28996,1.51,32.20,24.25,52.65
2086,1306,83.440,27906,1.45,32.18,24.25,52.65
2087,1307,83.480,28122,1.46,32.72,23.75,52.85
2088,1308,83.520,26893,1.40,32.26,24.25,50.75
2089,1309,83.560,27371,1.43,32.41,24.25,53.35
2090,1310,83.600,26911,1.40,32.09,23.75,54.55
2091,1311,83.640,27439,1.43,32.17,23.75,55.35
2092,1312,83.680,27501,1.43,31.90,23.75,54.25
2093,1313,83.720,26443,1.38,31.73,24.25,55.35
2094,1314,83.760,26524,1.38,32.38,24.25,57.55
2095,1315,83.800,27324,1.42,33.28,24.65,58.55
2096,1316,83.840,27358,1.42,33.84,24.65,61.05
2097,1317,83.880,27398,1.43,34.04,24.25,62.55
2098,1318,83.920,27675,1.44,34.40,24.65,62.55
2099,1319,83.960,27753,1.45,34.61,25.05,62.55
2100,1320,84.000,27890,1.45,35.05,25.05,63.35
2101,1321,84.040,28563,1.49,35.39,25.05,63.75
2102,1322,84.080,28456,1.48,35.63,25.35,65.45
2103,1323,84.120,28791,1.50,36.10,25.35,68.45
2104,1324,84.160,28923,1.51,36.47,25.35,69.25
2105,1325,84.200,29217,1.52,36.55,25.35,67.05
2106,1326,84.240,28254,1.47,35.86,26.25,63.35
2107,1327,84.280,27836,1.45,35.59,26.25,61.05
2108,1328,84.320,27917,1.45,35.54,26.55,60.55
2109,1329,84.360,27778,1.45,35.40,26.55,58.15
2110,1330,84.400,27433,1.43,35.16,26.25,58.55
2111,1331,84.440,27422,1.43,35.22,25.85,57.75
2112,1332,84.480,27570,1.44,35.36,25.85,58.55
2113,1333,84.520,25506,1.33,33.65,25.35,57.55
2114,1334,84.560,25025,1.30,33.01,25.05,57.75
2115,1335,84.600,31847,1.66,47.75,25.05,197.95
2116,1336,84.640,30991,1.61,44.26,24.65,187.95
2117,1337,84.680,33432,1.74,44.31,24.25,190.15
2118,1338,84.720,33303,1.73,42.91,24.25,190.15
2119,1339,84.760,50887,2.65,48.55,21.75,186.75
2120,1340,84.800,51495,2.68,46.94,21.45,184.95
2121,1341,84.840,56884,2.96,42.89,21.75,185.45
2122,1342,84.880,54766,2.85,42.06,21.75,186.45
2123,1343,84.920,55348,2.88,41.31,21.75,184.95
2124,1344,84.960,55643,2.90,40.10,21.45,185.05
2125,1345,85.000,58915,3.07,39.27,21.45,181.25
2126,1346,85.040,59821,3.12,40.00,21.45,178.85
2127,1347,85.080,61603,3.21,42.75,21.75,178.65
2128,1348,85.120,64253,3.35,42.64,21.45,184.05
2129,1349,85.160,65046,3.39,44.18,21.75,186.15
2130,1350,85.200,67632,3.52,44.94,21.75,185.45
2131,1351,85.240,55817,2.91,40.70,21.75,174.75
2132,1352,85.280,50968,2.65,40.45,21.75,175.75
2133,1353,85.320,48003,2.50,39.90,21.75,176.95
2134,1354,85.360,46390,2.42,39.83,21.75,179.65
2135,1355,85.400,41889,2.18,40.98,24.25,190.45
2136,1356,85.440,42282,2.20,36.34,25.35,66.85
2137,1357,85.480,38660,2.01,39.29,26.55,170.55
2138,1358,85.520,40242,2.10,46.90,27.75,196.35
2139,1359,85.560,62779,3.27,72.64,27.75,195.25
2140,1360,85.600,67195,3.50,69.35,27.75,192.75
2141,1361,85.640,64156,3.34,64.94,26.55,189.35
2142,1362,85.680,66264,3.45,60.25,26.55,186.35
2143,1363,85.720,59135,3.08,57.62,25.85,177.65
2144,1364,85.760,45282,2.36,41.18,26.25,160.05
2145,1365,85.800,77029,4.01,50.74,25.05,146.95
2146,1366,85.840,83683,4.36,49.88,25.05,156.75
2147,1367,85.880,60145,3.13,39.11,25.05,157.75
2148,1368,85.920,83766,4.36,49.52,25.05,170.05
2149,1369,85.960,88689,4.62,50.89,25.05,177.95
2150,1370,86.000,85164,4.44,49.93,25.05,189.65
2151,1371,86.040,82521,4.30,50.18,25.05,192.15
2152,1372,86.080,76523,3.99,48.08,24.25,202.95
2153,1373,86.120,86929,4.53,57.33,24.25,204.45
2154,1374,86.160,88787,4.62,58.63,24.25,193.55
2155,1375,86.200,88048,4.59,60.09,24.25,197.75
2156,1376,86.240,89896,4.68,62.41,24.25,222.35
2157,1377,86.280,74665,3.89,63.33,24.65,228.85
2158,1378,86.320,72059,3.75,59.96,25.05,224.05
2159,1379,86.360,80922,4.21,62.59,25.05,231.45
2160,1380,86.400,69407,3.61,49.43,25.05,210.65
2161,1381,86.440,64120,3.34,41.50,25.05,198.45
2162,1382,86.480,69013,3.59,42.60,24.65,188.45
2163,1383,86.520,89254,4.65,60.19,23.75,225.05
2164,1384,86.560,88908,4.63,56.45,24.25,232.25
2165,1385,86.600,88979,4.63,52.97,22.65,235.15
2166,1386,86.640,71076,3.70,43.85,22.65,235.35
2167,1387,86.680,70373,3.67,42.49,22.65,227.55
2168,1388,86.720,83994,4.37,50.07,23.05,227.95
2169,1389,86.760,87526,4.56,53.39,23.05,224.95
2170,1390,86.800,81465,4.24,45.56,22.65,217.05
2171,1391,86.840,83195,4.33,40.32,21.75,207.25
2172,1392,86.880,83884,4.37,36.91,21.45,196.95
2173,1393,86.920,35615,1.85,30.72,21.75,49.25
2174,1394,86.960,36802,1.92,32.15,21.75,96.35
2175,1395,87.000,87465,4.56,41.27,23.05,176.25
2176,1396,87.040,85466,4.45,47.22,23.75,181.55
2177,1397,87.080,84251,4.39,46.96,23.75,184.05
2178,1398,87.120,84277,4.39,46.96,23.05,186.95
2179,1399,87.160,79639,4.15,48.05,23.35,188.25
2180,1400,87.200,79624,4.15,47.95,23.35,183.95
2181,1401,87.240,78781,4.10,47.98,23.05,179.05
2182,1402,87.280,80522,4.19,47.01,22.65,177.55
2183,1403,87.320,82946,4.32,47.34,22.65,176.75
2184,1404,87.360,83811,4.37,47.10,21.75,174.85
2185,1405,87.400,87440,4.55,48.41,22.65,177.95
2186,1406,87.440,88078,4.59,49.69,22.65,183.25
2187,1407,87.480,88763,4.62,51.55,22.65,186.15
2188,1408,87.520,89362,4.65,52.80,22.65,187.95
2189,1409,87.560,89732,4.67,52.89,23.05,186.35
2190,1410,87.600,90174,4.70,54.46,23.05,183.85
2191,1411,87.640,90338,4.71,54.58,22.65,185.85
2192,1412,87.680,88039,4.59,54.03,22.65,186.05
2193,1413,87.720,89025,4.64,54.89,22.65,186.05
2194,1414,87.760,87925,4.58,56.95,22.65,189.25
2195,1415,87.800,87648,4.57,58.97,23.05,192.25
2196,1416,87.840,87168,4.54,59.77,22.65,192.75
2197,1417,87.880,89498,4.66,59.84,22.65,193.65
2198,1418,87.920,91110,4.75,61.01,23.05,196.35
2199,1419,87.960,92443,4.81,62.31,23.35,201.15
2200,1420,88.000,92984,4.84,61.94,23.05,204.05
2201,1421,88.040,92446,4.81,59.15,23.35,200.95
2202,1422,88.080,90821,4.73,57.32,23.35,196.65
2203,1423,88.120,91258,4.75,58.31,23.05,192.25
2204,1424,88.160,88435,4.61,55.26,23.05,190.45
2205,1425,88.200,89095,4.64,53.21,23.05,185.85
2206,1426,88.240,88101,4.59,49.80,22.65,158.95
2207,1427,88.280,85634,4.46,47.15,22.65,143.85
2208,1428,88.320,86637,4.51,44.81,21.75,139.05
2209,1429,88.360,88252,4.60,42.92,21.45,129.55
2210,1430,88.400,87869,4.58,41.72,21.45,131.05
2211,1431,88.440,90005,4.69,41.87,20.55,149.45
2212,1432,88.480,90547,4.72,41.22,20.95,151.35
2213,1433,88.520,92619,4.82,41.69,20.55,140.75
2214,1434,88.560,94187,4.91,42.97,20.15,134.85
2215,1435,88.600,94942,4.94,43.24,20.55,137.05
2216,1436,88.640,56587,2.95,41.74,20.55,136.45
2217,1437,88.680,59512,3.10,42.88,20.15,138.75
2218,1438,88.720,78953,4.11,41.02,19.65,128.85
2219,1439,88.760,92270,4.81,41.31,19.35,123.25
2220,1440,88.800,91694,4.78,40.27,18.85,119.35
2221,1441,88.840,92955,4.84,40.62,18.85,124.85
2222,1442,88.880,93177,4.85,40.54,18.85,124.85
2223,1443,88.920,93700,4.88,41.41,19.35,133.45
2224,1444,88.960,95628,4.98,41.04,18.85,131.85
2225,1445,89.000,99343,5.17,40.71,19.35,123.35
2226,1446,89.040,108407,5.65,42.40,19.35,144.85
2227,1447,89.080,111168,5.79,43.56,18.85,151.65
2228,1448,89.120,112622,5.87,43.74,18.55,160.45
2229,1449,89.160,121363,6.32,46.03,18.85,166.55
2230,1450,89.200,125973,6.56,56.08,18.85,200.65
2231,1451,89.240,129313,6.74,62.72,18.55,215.75
2232,1452,89.280,143331,7.47,64.36,19.35,196.75
2233,1453,89.320,129570,6.75,63.08,19.35,185.05
2234,1454,89.360,126671,6.60,54.95,19.35,174.85
2235,1455,89.400,130927,6.82,53.28,19.35,168.45
2236,1456,89.440,116913,6.09,43.00,18.05,133.65
2237,1457,89.480,111157,5.79,41.60,18.05,142.25
2238,1458,89.520,91667,4.77,38.12,18.05,145.65
2239,1459,89.560,97098,5.06,37.76,18.05,151.35
2240,1460,89.600,106916,5.57,36.92,17.55,157.45
2241,1461,89.640,113275,5.90,35.22,17.55,160.25
2242,1462,89.680,87484,4.56,28.91,16.75,154.45
2243,1463,89.720,98728,5.14,29.47,17.55,127.25
2244,1464,89.760,100298,5.22,28.52,17.25,119.35
2245,1465,89.800,105742,5.51,30.05,17.55,124.85
2246,1466,89.840,110689,5.77,31.16,18.05,110.05
2247,1467,89.880,105499,5.49,34.06,18.55,140.45
2248,1468,89.920,97901,5.10,36.94,18.85,137.85
2249,1469,89.960,96251,5.01,39.05,18.55,186.95
2250,1470,90.000,104410,5.44,37.12,18.55,171.05
2251,1471,90.040,112066,5.84,33.64,18.55,113.55
2252,1472,90.080,100186,5.22,33.28,18.85,121.75
2253,1473,90.120,84031,4.38,34.09,18.85,124.75
2254,1474,90.160,77973,4.06,33.31,18.05,114.15
2255,1475,90.200,69051,3.60,32.77,18.85,113.75
2256,1476,90.240,54864,2.86,24.27,19.35,68.25
2257,1477,90.280,52715,2.75,35.99,19.35,135.15
2258,1478,90.320,52018,2.71,35.97,19.35,133.95
2259,1479,90.360,94991,4.95,45.96,18.85,147.85
2260,1480,90.400,91463,4.76,47.05,19.35,145.25
2261,1481,90.440,72162,3.76,40.04,18.85,142.75
2262,1482,90.480,74584,3.88,40.67,18.85,142.25
2263,1483,90.520,74530,3.88,38.79,18.85,139.05
2264,1484,90.560,68820,3.58,34.91,19.65,126.15
2265,1485,90.600,67515,3.52,35.09,20.95,123.35
2266,1486,90.640,56537,2.94,35.96,21.45,124.85
2267,1487,90.680,56825,2.96,53.57,23.05,189.65
2268,1488,90.720,57081,2.97,64.04,23.75,192.65
2269,1489,90.760,53872,2.81,72.99,23.35,193.85
2270,1490,90.800,124744,6.50,82.81,20.95,203.65
2271,1491,90.840,126490,6.59,86.74,21.45,205.45
2272,1492,90.880,127965,6.66,87.05,21.45,206.45
2273,1493,90.920,134118,6.99,88.47,20.95,208.35
2274,1494,90.960,128986,6.72,87.61,20.95,208.95
2275,1495,91.000,119934,6.25,88.77,20.95,208.05
2276,1496,91.040,120552,6.28,81.38,21.45,201.15
2277,1497,91.080,107851,5.62,75.17,21.75,203.85
2278,1498,91.120,103097,5.37,68.70,21.75,213.05
2279,1499,91.160,94133,4.90,58.44,20.55,210.15
2280,1500,91.200,83250,4.34,46.02,20.15,209.85
2281,1501,91.240,83955,4.37,43.99,20.15,209.85
2282,1502,91.280,88063,4.59,44.16,20.55,151.25
2283,1503,91.320,133630,6.96,54.45,20.15,206.85
2284,1504,91.360,141548,7.37,55.83,20.55,213.35
2285,1505,91.400,83758,4.36,43.42,20.15,202.65
2286,1506,91.440,85962,4.48,45.65,20.15,209.55
2287,1507,91.480,94957,4.95,48.95,20.15,225.25
