frame_abs,frame_rel,time_s,mask_pixels,mask_ratio,temp_mean,temp_min,temp_max
1279,499,51.160,15660,0.82,145.15,22.65,264.05
1280,500,51.200,15011,0.78,197.48,22.65,263.75
1281,501,51.240,17484,0.91,179.78,21.75,262.55
1282,502,51.280,19769,1.03,130.57,16.75,253.35
1283,503,51.320,27087,1.41,111.22,14.95,257.25
1284,504,51.360,38205,1.99,80.92,14.55,255.85
1285,505,51.400,40929,2.13,51.50,12.35,254.45
1286,506,51.440,16435,0.86,21.13,14.25,82.15
1287,507,51.480,15064,0.78,18.39,13.25,33.75
1288,508,51.520,22213,1.16,19.54,12.75,141.15
1289,509,51.560,11523,0.60,16.49,13.25,27.35
1290,510,51.600,11012,0.57,15.36,11.05,24.25
1291,511,51.640,15404,0.80,17.13,9.55,34.85
1292,512,51.680,15754,0.82,17.25,10.55,42.25
1293,513,51.720,8016,0.42,13.22,11.05,20.15
1294,514,51.760,7939,0.41,13.32,11.75,15.45
1295,515,51.800,11999,0.62,53.17,11.75,249.85
1296,516,51.840,16815,0.88,75.40,11.75,241.75
1297,517,51.880,25455,1.33,79.63,11.45,253.15
1298,518,51.920,29558,1.54,80.60,10.55,256.85
1299,519,51.960,10423,0.54,11.95,9.15,14.25
1300,520,52.000,21806,1.14,98.26,11.05,256.45
1301,521,52.040,25458,1.33,26.05,10.15,136.05
1302,522,52.080,19338,1.01,24.14,10.15,99.65
1303,523,52.120,14278,0.74,22.14,10.55,36.35
1304,524,52.160,13220,0.69,21.01,9.55,27.05
1305,525,52.200,11652,0.61,20.35,9.55,25.35
1306,526,52.240,12440,0.65,20.27,12.75,27.75
1307,527,52.280,6117,0.32,22.88,16.35,25.85
1308,528,52.320,6781,0.35,22.59,17.55,25.35
1309,529,52.360,18747,0.98,48.77,15.95,241.05
1310,530,52.400,17190,0.90,59.85,16.35,233.75
1311,531,52.440,15435,0.80,79.71,16.75,240.85
1312,532,52.480,15207,0.79,101.32,20.15,248.85
1313,533,52.520,15812,0.82,119.16,23.75,257.25
1314,534,52.560,11842,0.62,118.84,28.95,225.25
1315,535,52.600,9769,0.51,135.69,31.55,249.05
1316,536,52.640,8646,0.45,163.95,33.45,255.65
1317,537,52.680,7929,0.41,112.78,21.45,251.45
1318,538,52.720,89129,4.64,90.77,11.45,261.75
1319,539,52.760,24929,1.30,76.62,12.75,257.05
1320,540,52.800,5808,0.30,20.55,15.95,32.75
1321,541,52.840,0,0.00,nan,nan,nan
1322,542,52.880,0,0.00,nan,nan,nan
1323,543,52.920,0,0.00,nan,nan,nan
1324,544,52.960,0,0.00,nan,nan,nan
1325,545,53.000,0,0.00,nan,nan,nan
1326,546,53.040,0,0.00,nan,nan,nan
1327,547,53.080,0,0.00,nan,nan,nan
1328,548,53.120,0,0.00,nan,nan,nan
1329,549,53.160,0,0.00,nan,nan,nan
1330,550,53.200,0,0.00,nan,nan,nan
1331,551,53.240,0,0.00,nan,nan,nan
1332,552,53.280,0,0.00,nan,nan,nan
1333,553,53.320,0,0.00,nan,nan,nan
1334,554,53.360,0,0.00,nan,nan,nan
1335,555,53.400,0,0.00,nan,nan,nan
1336,556,53.440,0,0.00,nan,nan,nan
1337,557,53.480,0,0.00,nan,nan,nan
1338,558,53.520,8522,0.44,87.09,19.35,211.55
1339,559,53.560,35502,1.85,46.99,13.25,216.05
1340,560,53.600,32952,1.72,53.91,13.25,226.35
1341,561,53.640,15812,0.82,35.55,13.25,212.65
1342,562,53.680,25241,1.31,22.53,12.35,51.65
1343,563,53.720,29637,1.54,22.38,11.75,49.85
1344,564,53.760,50729,2.64,63.94,11.75,223.25
1345,565,53.800,32148,1.67,26.17,11.75,212.25
1346,566,53.840,43476,2.26,59.86,11.45,214.45
1347,567,53.880,55014,2.87,52.47,11.75,213.35
1348,568,53.920,55890,2.91,57.92,11.05,213.35
1349,569,53.960,35500,1.85,63.82,11.05,221.45
1350,570,54.000,59514,3.10,53.67,11.05,220.95
1351,571,54.040,50042,2.61,44.53,11.05,217.95
1352,572,54.080,41046,2.14,25.75,11.05,161.15
1353,573,54.120,39196,2.04,23.17,11.45,114.55
1354,574,54.160,38695,2.02,22.88,13.25,43.25
1355,575,54.200,35960,1.87,22.23,14.25,42.95
1356,576,54.240,35357,1.84,21.89,14.55,43.25
1357,577,54.280,37090,1.93,22.15,14.55,41.65
1358,578,54.320,44833,2.34,21.88,14.55,41.15
1359,579,54.360,51166,2.66,21.83,14.95,75.65
1360,580,54.400,59225,3.08,26.01,12.35,206.55
1361,581,54.440,63970,3.33,28.40,12.75,208.05
1362,582,54.480,64718,3.37,35.69,12.35,215.65
1363,583,54.520,65996,3.44,45.33,12.35,215.35
1364,584,54.560,65333,3.40,52.96,12.35,217.55
1365,585,54.600,58480,3.05,55.15,11.75,219.05
1366,586,54.640,71458,3.72,63.66,12.35,232.25
1367,587,54.680,81651,4.25,71.76,13.25,240.75
1368,588,54.720,70122,3.65,82.53,14.25,239.55
1369,589,54.760,71251,3.71,68.54,13.25,233.35
1370,590,54.800,71950,3.75,57.63,12.75,228.15
1371,591,54.840,75133,3.91,46.89,12.75,227.25
1372,592,54.880,73007,3.80,39.49,12.75,225.95
1373,593,54.920,42338,2.21,39.56,12.75,225.75
1374,594,54.960,69573,3.62,29.42,11.45,221.55
1375,595,55.000,74414,3.88,25.79,12.35,219.15
1376,596,55.040,79447,4.14,24.53,12.35,216.05
1377,597,55.080,79498,4.14,24.06,12.35,214.65
1378,598,55.120,83074,4.33,23.28,12.35,211.45
1379,599,55.160,74258,3.87,23.30,11.05,194.35
1380,600,55.200,74338,3.87,22.76,11.05,163.55
1381,601,55.240,74893,3.90,23.91,11.45,222.15
1382,602,55.280,50557,2.63,23.83,11.05,205.65
1383,603,55.320,45269,2.36,29.37,11.45,208.25
1384,604,55.360,30951,1.61,29.95,11.45,212.15
1385,605,55.400,19987,1.04,41.66,11.45,211.35
1386,606,55.440,12328,0.64,54.50,12.35,215.25
1387,607,55.480,6868,0.36,37.99,13.25,215.85
1388,608,55.520,9176,0.48,114.92,21.75,218.75
1389,609,55.560,9149,0.48,47.51,20.95,189.55
1390,610,55.600,10850,0.57,31.49,21.45,124.75
1391,611,55.640,10218,0.53,26.29,21.45,58.55
1392,612,55.680,9437,0.49,21.82,18.85,35.95
1393,613,55.720,8880,0.46,18.95,16.35,22.65
1394,614,55.760,8846,0.46,16.83,13.25,21.75
1395,615,55.800,10982,0.57,15.50,11.05,20.15
1396,616,55.840,10092,0.53,14.99,10.55,18.85
1397,617,55.880,9202,0.48,14.93,11.05,18.05
1398,618,55.920,8693,0.45,15.38,12.75,17.25
1399,619,55.960,5533,0.29,15.54,14.55,16.35
1400,620,56.000,4253,0.22,15.33,14.25,16.35
1401,621,56.040,2480,0.13,15.27,14.25,16.35
1402,622,56.080,677,0.04,14.97,14.25,15.45
1403,623,56.120,0,0.00,nan,nan,nan
1404,624,56.160,0,0.00,nan,nan,nan
1405,625,56.200,0,0.00,nan,nan,nan
1406,626,56.240,0,0.00,nan,nan,nan
1407,627,56.280,0,0.00,nan,nan,nan
1408,628,56.320,0,0.00,nan,nan,nan
1409,629,56.360,0,0.00,nan,nan,nan
1410,630,56.400,0,0.00,nan,nan,nan
1411,631,56.440,0,0.00,nan,nan,nan
1412,632,56.480,0,0.00,nan,nan,nan
1413,633,56.520,0,0.00,nan,nan,nan
1414,634,56.560,0,0.00,nan,nan,nan
1415,635,56.600,0,0.00,nan,nan,nan
1416,636,56.640,0,0.00,nan,nan,nan
1417,637,56.680,0,0.00,nan,nan,nan
1418,638,56.720,0,0.00,nan,nan,nan
1419,639,56.760,0,0.00,nan,nan,nan
1420,640,56.800,0,0.00,nan,nan,nan
1421,641,56.840,14184,0.74,17.34,11.75,23.75
1422,642,56.880,16032,0.83,19.98,12.75,28.95
1423,643,56.920,5393,0.28,19.23,12.35,28.95
1424,644,56.960,8114,0.42,19.22,12.35,28.95
1425,645,57.000,0,0.00,nan,nan,nan
1426,646,57.040,0,0.00,nan,nan,nan
1427,647,57.080,0,0.00,nan,nan,nan
1428,648,57.120,0,0.00,nan,nan,nan
1429,649,57.160,0,0.00,nan,nan,nan
1430,650,57.200,0,0.00,nan,nan,nan
1431,651,57.240,0,0.00,nan,nan,nan
1432,652,57.280,0,0.00,nan,nan,nan
1433,653,57.320,0,0.00,nan,nan,nan
1434,654,57.360,0,0.00,nan,nan,nan
1435,655,57.400,0,0.00,nan,nan,nan
1436,656,57.440,0,0.00,nan,nan,nan
1437,657,57.480,0,0.00,nan,nan,nan
1438,658,57.520,0,0.00,nan,nan,nan
1439,659,57.560,0,0.00,nan,nan,nan
1440,660,57.600,0,0.00,nan,nan,nan
1441,661,57.640,0,0.00,nan,nan,nan
1442,662,57.680,0,0.00,nan,nan,nan
1443,663,57.720,0,0.00,nan,nan,nan
1444,664,57.760,0,0.00,nan,nan,nan
1445,665,57.800,0,0.00,nan,nan,nan
1446,666,57.840,0,0.00,nan,nan,nan
1447,667,57.880,0,0.00,nan,nan,nan
1448,668,57.920,0,0.00,nan,nan,nan
1449,669,57.960,0,0.00,nan,nan,nan
1450,670,58.000,0,0.00,nan,nan,nan
1451,671,58.040,0,0.00,nan,nan,nan
1452,672,58.080,0,0.00,nan,nan,nan
1453,673,58.120,0,0.00,nan,nan,nan
1454,674,58.160,0,0.00,nan,nan,nan
1455,675,58.200,0,0.00,nan,nan,nan
1456,676,58.240,0,0.00,nan,nan,nan
1457,677,58.280,0,0.00,nan,nan,nan
1458,678,58.320,0,0.00,nan,nan,nan
1459,679,58.360,0,0.00,nan,nan,nan
1460,680,58.400,0,0.00,nan,nan,nan
1461,681,58.440,0,0.00,nan,nan,nan
1462,682,58.480,0,0.00,nan,nan,nan
1463,683,58.520,0,0.00,nan,nan,nan
1464,684,58.560,0,0.00,nan,nan,nan
1465,685,58.600,0,0.00,nan,nan,nan
1466,686,58.640,0,0.00,nan,nan,nan
1467,687,58.680,0,0.00,nan,nan,nan
1468,688,58.720,0,0.00,nan,nan,nan
1469,689,58.760,0,0.00,nan,nan,nan
1470,690,58.800,0,0.00,nan,nan,nan
1471,691,58.840,0,0.00,nan,nan,nan
1472,692,58.880,0,0.00,nan,nan,nan
1473,693,58.920,0,0.00,nan,nan,nan
1474,694,58.960,0,0.00,nan,nan,nan
1475,695,59.000,0,0.00,nan,nan,nan
1476,696,59.040,0,0.00,nan,nan,nan
1477,697,59.080,0,0.00,nan,nan,nan
1478,698,59.120,0,0.00,nan,nan,nan
1479,699,59.160,0,0.00,nan,nan,nan
1480,700,59.200,0,0.00,nan,nan,nan
1481,701,59.240,0,0.00,nan,nan,nan
1482,702,59.280,9797,0.51,22.48,14.95,30.35
1483,703,59.320,12013,0.63,21.84,16.75,32.25
1484,704,59.360,17734,0.92,22.73,19.35,32.75
1485,705,59.400,20375,1.06,22.65,19.35,33.75
1486,706,59.440,22112,1.15,22.29,19.65,32.75
1487,707,59.480,27490,1.43,22.64,19.35,33.45
1488,708,59.520,32729,1.70,22.44,18.85,43.25
1489,709,59.560,37362,1.95,22.54,18.85,48.55
1490,710,59.600,39969,2.08,22.11,18.85,51.65
1491,711,59.640,43674,2.27,21.41,16.35,25.35
1492,712,59.680,45918,2.39,21.60,14.95,27.05
1493,713,59.720,49615,2.58,21.35,14.25,27.75
1494,714,59.760,50923,2.65,21.29,14.55,30.05
1495,715,59.800,50598,2.64,21.35,14.95,30.05
1496,716,59.840,49371,2.57,21.35,15.45,27.75
1497,717,59.880,50725,2.64,21.46,15.45,25.85
1498,718,59.920,52247,2.72,21.58,16.35,24.65
1499,719,59.960,50054,2.61,21.76,16.75,30.75
1500,720,60.000,53630,2.79,22.07,17.25,36.65
1501,721,60.040,53516,2.79,22.31,16.35,36.65
1502,722,60.080,50102,2.61,22.72,18.05,38.45
1503,723,60.120,47762,2.49,23.33,18.85,44.65
1504,724,60.160,46045,2.40,23.81,19.65,48.55
1505,725,60.200,47592,2.48,24.23,19.35,57.25
1506,726,60.240,46623,2.43,24.38,19.35,55.35
1507,727,60.280,45876,2.39,24.80,19.65,57.25
1508,728,60.320,44347,2.31,25.28,18.85,64.25
1509,729,60.360,42126,2.19,25.96,18.85,139.45
1510,730,60.400,41245,2.15,25.44,18.85,92.85
1511,731,60.440,44577,2.32,26.07,18.55,130.95
1512,732,60.480,49598,2.58,27.18,18.05,150.95
1513,733,60.520,55473,2.89,28.65,17.55,154.85
1514,734,60.560,60619,3.16,28.74,16.35,154.85
1515,735,60.600,65131,3.39,29.08,16.75,156.75
1516,736,60.640,71400,3.72,29.31,16.35,158.65
1517,737,60.680,74544,3.88,32.35,16.35,159.35
1518,738,60.720,71883,3.74,39.21,15.95,201.95
1519,739,60.760,75322,3.92,41.47,15.95,201.95
1520,740,60.800,76869,4.00,42.92,15.45,200.75
1521,741,60.840,76277,3.97,42.85,15.95,196.25
1522,742,60.880,77200,4.02,40.35,15.95,191.05
1523,743,60.920,81788,4.26,39.04,15.95,213.35
1524,744,60.960,81572,4.25,38.69,15.95,215.75
1525,745,61.000,82566,4.30,34.69,18.85,148.15
1526,746,61.040,79856,4.16,33.16,18.85,145.95
1527,747,61.080,76037,3.96,32.86,20.15,145.95
1528,748,61.120,71829,3.74,31.98,19.35,140.25
1529,749,61.160,74758,3.89,30.30,19.65,124.05
1530,750,61.200,78250,4.08,29.21,17.55,117.45
1531,751,61.240,82178,4.28,28.60,15.95,105.05
1532,752,61.280,87255,4.54,28.79,15.45,107.95
1533,753,61.320,92966,4.84,28.61,12.75,107.05
1534,754,61.360,96444,5.02,28.88,13.25,102.15
1535,755,61.400,91824,4.78,31.09,14.95,109.85
1536,756,61.440,105273,5.48,34.44,14.95,167.55
1537,757,61.480,97778,5.09,43.56,18.85,241.25
1538,758,61.520,96031,5.00,50.37,18.55,243.35
1539,759,61.560,99932,5.20,51.65,18.85,241.85
1540,760,61.600,102771,5.35,52.37,16.75,234.25
1541,761,61.640,104540,5.44,63.82,20.15,248.45
1542,762,61.680,105654,5.50,74.41,20.15,253.45
1543,763,61.720,111535,5.81,82.86,20.15,252.55
1544,764,61.760,114497,5.96,84.09,19.35,250.55
1545,765,61.800,121076,6.31,82.13,18.85,248.85
1546,766,61.840,125676,6.55,75.84,18.55,246.05
1547,767,61.880,135039,7.03,67.70,18.85,242.55
1548,768,61.920,73241,3.81,34.59,18.85,156.65
1549,769,61.960,65836,3.43,31.23,18.55,142.25
1550,770,62.000,75249,3.92,32.54,18.55,147.25
1551,771,62.040,80978,4.22,32.16,16.35,157.35
1552,772,62.080,108140,5.63,32.30,14.25,161.95
1553,773,62.120,113579,5.92,32.34,13.25,162.75
1554,774,62.160,120984,6.30,32.03,14.95,158.45
1555,775,62.200,124284,6.47,31.36,15.95,143.25
1556,776,62.240,131622,6.86,31.78,15.95,138.35
1557,777,62.280,135768,7.07,32.10,15.45,170.45
1558,778,62.320,137778,7.18,33.04,15.45,185.35
1559,779,62.360,140264,7.31,32.74,14.25,198.95
1560,780,62.400,138140,7.19,31.73,12.35,155.15
1561,781,62.440,97668,5.09,31.32,11.05,113.15
1562,782,62.480,109964,5.73,31.50,11.45,116.95
1563,783,62.520,82300,4.29,32.18,13.65,143.25
1564,784,62.560,92659,4.83,33.73,16.35,137.95
1565,785,62.600,77144,4.02,35.07,20.15,121.55
1566,786,62.640,80430,4.19,35.94,20.15,162.85
1567,787,62.680,72328,3.77,36.96,20.15,169.35
1568,788,62.720,70160,3.65,36.83,18.85,170.45
1569,789,62.760,77877,4.06,34.50,18.85,167.15
1570,790,62.800,80606,4.20,33.78,19.35,165.05
1571,791,62.840,75251,3.92,33.97,19.65,172.25
1572,792,62.880,74576,3.88,34.98,19.35,180.25
1573,793,62.920,72488,3.78,34.94,19.65,185.45
1574,794,62.960,66460,3.46,36.55,19.35,185.05
1575,795,63.000,56558,2.95,38.24,19.35,182.35
1576,796,63.040,48710,2.54,41.18,19.35,178.45
1577,797,63.080,46638,2.43,42.97,19.35,174.85
1578,798,63.120,51062,2.66,54.48,19.65,242.95
1579,799,63.160,30119,1.57,75.35,20.55,236.35
1580,800,63.200,29999,1.56,74.43,20.55,239.05
1581,801,63.240,30323,1.58,91.84,20.95,246.15
1582,802,63.280,24810,1.29,106.50,22.65,238.75
1583,803,63.320,24451,1.27,106.90,22.65,217.55
1584,804,63.360,24305,1.27,102.73,23.05,216.75
1585,805,63.400,25633,1.34,107.29,23.35,217.65
1586,806,63.440,24388,1.27,102.10,23.35,222.05
1587,807,63.480,60485,3.15,45.65,18.85,217.85
1588,808,63.520,48825,2.54,39.54,18.85,221.75
1589,809,63.560,0,0.00,nan,nan,nan
1590,810,63.600,0,0.00,nan,nan,nan
1591,811,63.640,0,0.00,nan,nan,nan
1592,812,63.680,0,0.00,nan,nan,nan
1593,813,63.720,0,0.00,nan,nan,nan
1594,814,63.760,0,0.00,nan,nan,nan
1595,815,63.800,0,0.00,nan,nan,nan
1596,816,63.840,0,0.00,nan,nan,nan
1597,817,63.880,0,0.00,nan,nan,nan
1598,818,63.920,0,0.00,nan,nan,nan
1599,819,63.960,0,0.00,nan,nan,nan
1600,820,64.000,0,0.00,nan,nan,nan
1601,821,64.040,0,0.00,nan,nan,nan
1602,822,64.080,0,0.00,nan,nan,nan
1603,823,64.120,0,0.00,nan,nan,nan
1604,824,64.160,0,0.00,nan,nan,nan
1605,825,64.200,0,0.00,nan,nan,nan
1606,826,64.240,0,0.00,nan,nan,nan
1607,827,64.280,0,0.00,nan,nan,nan
1608,828,64.320,0,0.00,nan,nan,nan
1609,829,64.360,0,0.00,nan,nan,nan
1610,830,64.400,0,0.00,nan,nan,nan
1611,831,64.440,0,0.00,nan,nan,nan
1612,832,64.480,0,0.00,nan,nan,nan
1613,833,64.520,0,0.00,nan,nan,nan
1614,834,64.560,0,0.00,nan,nan,nan
1615,835,64.600,0,0.00,nan,nan,nan
1616,836,64.640,0,0.00,nan,nan,nan
1617,837,64.680,0,0.00,nan,nan,nan
1618,838,64.720,0,0.00,nan,nan,nan
1619,839,64.760,0,0.00,nan,nan,nan
1620,840,64.800,0,0.00,nan,nan,nan
1621,841,64.840,0,0.00,nan,nan,nan
1622,842,64.880,0,0.00,nan,nan,nan
1623,843,64.920,0,0.00,nan,nan,nan
1624,844,64.960,0,0.00,nan,nan,nan
1625,845,65.000,0,0.00,nan,nan,nan
1626,846,65.040,0,0.00,nan,nan,nan
1627,847,65.080,0,0.00,nan,nan,nan
1628,848,65.120,0,0.00,nan,nan,nan
1629,849,65.160,0,0.00,nan,nan,nan
1630,850,65.200,0,0.00,nan,nan,nan
1631,851,65.240,0,0.00,nan,nan,nan
1632,852,65.280,0,0.00,nan,nan,nan
1633,853,65.320,0,0.00,nan,nan,nan
1634,854,65.360,0,0.00,nan,nan,nan
1635,855,65.400,0,0.00,nan,nan,nan
1636,856,65.440,0,0.00,nan,nan,nan
1637,857,65.480,0,0.00,nan,nan,nan
1638,858,65.520,0,0.00,nan,nan,nan
1639,859,65.560,0,0.00,nan,nan,nan
1640,860,65.600,0,0.00,nan,nan,nan
1641,861,65.640,0,0.00,nan,nan,nan
1642,862,65.680,0,0.00,nan,nan,nan
1643,863,65.720,0,0.00,nan,nan,nan
1644,864,65.760,0,0.00,nan,nan,nan
1645,865,65.800,0,0.00,nan,nan,nan
1646,866,65.840,0,0.00,nan,nan,nan
1647,867,65.880,0,0.00,nan,nan,nan
1648,868,65.920,0,0.00,nan,nan,nan
1649,869,65.960,0,0.00,nan,nan,nan
1650,870,66.000,0,0.00,nan,nan,nan
1651,871,66.040,0,0.00,nan,nan,nan
1652,872,66.080,0,0.00,nan,nan,nan
1653,873,66.120,0,0.00,nan,nan,nan
1654,874,66.160,0,0.00,nan,nan,nan
1655,875,66.200,0,0.00,nan,nan,nan
1656,876,66.240,0,0.00,nan,nan,nan
1657,877,66.280,0,0.00,nan,nan,nan
1658,878,66.320,0,0.00,nan,nan,nan
1659,879,66.360,0,0.00,nan,nan,nan
1660,880,66.400,0,0.00,nan,nan,nan
1661,881,66.440,0,0.00,nan,nan,nan
1662,882,66.480,0,0.00,nan,nan,nan
1663,883,66.520,0,0.00,nan,nan,nan
1664,884,66.560,0,0.00,nan,nan,nan
1665,885,66.600,0,0.00,nan,nan,nan
1666,886,66.640,0,0.00,nan,nan,nan
1667,887,66.680,0,0.00,nan,nan,nan
1668,888,66.720,0,0.00,nan,nan,nan
1669,889,66.760,0,0.00,nan,nan,nan
1670,890,66.800,0,0.00,nan,nan,nan
1671,891,66.840,0,0.00,nan,nan,nan
1672,892,66.880,3873,0.20,56.05,34.85,124.75
1673,893,66.920,9226,0.48,56.78,27.35,138.35
1674,894,66.960,15236,0.79,64.10,25.85,240.05
1675,895,67.000,16426,0.86,65.81,25.35,242.05
1676,896,67.040,19913,1.04,53.79,24.25,118.35
1677,897,67.080,21471,1.12,53.73,23.05,122.05
1678,898,67.120,38091,1.98,48.32,20.95,118.15
1679,899,67.160,39460,2.06,50.89,20.15,150.95
1680,900,67.200,41247,2.15,53.06,20.95,172.85
1681,901,67.240,36083,1.88,55.83,23.05,176.35
1682,902,67.280,41459,2.16,53.61,23.35,178.85
1683,903,67.320,46902,2.44,50.35,22.65,179.45
1684,904,67.360,50309,2.62,48.92,21.45,178.65
1685,905,67.400,52728,2.75,48.25,20.55,189.05
1686,906,67.440,45024,2.34,51.43,20.55,192.65
1687,907,67.480,50608,2.64,50.30,20.15,193.95
1688,908,67.520,62693,3.27,46.31,19.35,192.65
1689,909,67.560,60048,3.13,46.71,19.65,192.45
1690,910,67.600,55686,2.90,48.15,20.15,189.25
1691,911,67.640,70941,3.69,45.53,20.15,186.75
1692,912,67.680,68831,3.58,45.87,20.15,186.05
1693,913,67.720,63693,3.32,47.71,20.15,183.55
1694,914,67.760,64268,3.35,48.32,20.15,179.55
1695,915,67.800,58088,3.03,49.34,19.65,171.35
1696,916,67.840,60395,3.15,48.59,20.15,169.95
1697,917,67.880,24773,1.29,50.89,23.75,156.35
1698,918,67.920,21773,1.13,51.69,23.35,148.45
1699,919,67.960,23378,1.22,52.16,23.35,158.45
1700,920,68.000,19536,1.02,52.82,23.75,151.65
1701,921,68.040,19377,1.01,50.04,23.75,118.35
1702,922,68.080,17470,0.91,49.20,24.25,111.45
1703,923,68.120,17139,0.89,50.74,24.65,114.15
1704,924,68.160,44980,2.34,39.98,20.55,112.05
1705,925,68.200,40789,2.12,37.86,20.95,100.25
1706,926,68.240,36680,1.91,36.12,20.95,105.85
1707,927,68.280,40546,2.11,39.50,20.15,146.45
1708,928,68.320,124771,6.50,33.89,15.45,148.95
1709,929,68.360,120402,6.27,34.35,14.95,149.95
1710,930,68.400,38028,1.98,58.72,20.15,237.45
1711,931,68.440,122648,6.39,41.73,14.25,242.05
1712,932,68.480,53754,2.80,56.54,19.65,250.55
1713,933,68.520,18460,0.96,106.21,25.05,246.85
1714,934,68.560,78493,4.09,63.48,19.35,257.35
1715,935,68.600,25928,1.35,113.06,26.55,255.95
1716,936,68.640,18809,0.98,106.43,28.55,250.95
1717,937,68.680,53854,2.80,76.76,18.85,258.45
1718,938,68.720,14887,0.78,72.79,27.75,202.05
1719,939,68.760,29371,1.53,58.63,20.55,189.95
1720,940,68.800,40936,2.13,49.90,19.65,188.55
1721,941,68.840,41479,2.16,50.30,20.15,167.95
1722,942,68.880,41761,2.18,49.28,21.45,161.55
1723,943,68.920,31505,1.64,48.81,23.05,163.65
1724,944,68.960,28714,1.50,46.17,22.65,148.15
1725,945,69.000,27795,1.45,44.01,23.35,150.95
1726,946,69.040,14291,0.74,42.77,23.75,131.35
1727,947,69.080,11099,0.58,34.76,22.65,92.45
1728,948,69.120,7813,0.41,27.78,21.45,77.35
1729,949,69.160,4677,0.24,27.47,22.65,39.55
1730,950,69.200,1909,0.10,25.30,20.95,37.05
1731,951,69.240,0,0.00,nan,nan,nan
1732,952,69.280,0,0.00,nan,nan,nan
1733,953,69.320,0,0.00,nan,nan,nan
1734,954,69.360,0,0.00,nan,nan,nan
1735,955,69.400,0,0.00,nan,nan,nan
1736,956,69.440,0,0.00,nan,nan,nan
1737,957,69.480,0,0.00,nan,nan,nan
1738,958,69.520,0,0.00,nan,nan,nan
1739,959,69.560,0,0.00,nan,nan,nan
1740,960,69.600,0,0.00,nan,nan,nan
1741,961,69.640,0,0.00,nan,nan,nan
1742,962,69.680,0,0.00,nan,nan,nan
1743,963,69.720,0,0.00,nan,nan,nan
1744,964,69.760,0,0.00,nan,nan,nan
1745,965,69.800,0,0.00,nan,nan,nan
1746,966,69.840,0,0.00,nan,nan,nan
1747,967,69.880,0,0.00,nan,nan,nan
1748,968,69.920,0,0.00,nan,nan,nan
1749,969,69.960,0,0.00,nan,nan,nan
1750,970,70.000,0,0.00,nan,nan,nan
1751,971,70.040,0,0.00,nan,nan,nan
1752,972,70.080,0,0.00,nan,nan,nan
1753,973,70.120,0,0.00,nan,nan,nan
1754,974,70.160,0,0.00,nan,nan,nan
1755,975,70.200,0,0.00,nan,nan,nan
1756,976,70.240,0,0.00,nan,nan,nan
1757,977,70.280,33392,1.74,19.53,14.95,23.75
1758,978,70.320,53603,2.79,24.61,15.95,138.35
1759,979,70.360,33191,1.73,23.85,15.45,74.85
1760,980,70.400,0,0.00,nan,nan,nan
1761,981,70.440,0,0.00,nan,nan,nan
1762,982,70.480,0,0.00,nan,nan,nan
1763,983,70.520,0,0.00,nan,nan,nan
1764,984,70.560,0,0.00,nan,nan,nan
1765,985,70.600,0,0.00,nan,nan,nan
1766,986,70.640,0,0.00,nan,nan,nan
1767,987,70.680,0,0.00,nan,nan,nan
1768,988,70.720,0,0.00,nan,nan,nan
1769,989,70.760,0,0.00,nan,nan,nan
1770,990,70.800,0,0.00,nan,nan,nan
1771,991,70.840,0,0.00,nan,nan,nan
1772,992,70.880,0,0.00,nan,nan,nan
1773,993,70.920,0,0.00,nan,nan,nan
1774,994,70.960,0,0.00,nan,nan,nan
1775,995,71.000,0,0.00,nan,nan,nan
1776,996,71.040,0,0.00,nan,nan,nan
1777,997,71.080,0,0.00,nan,nan,nan
1778,998,71.120,0,0.00,nan,nan,nan
1779,999,71.160,0,0.00,nan,nan,nan
1780,1000,71.200,167378,8.72,43.57,20.15,263.55
1781,1001,71.240,194875,10.15,48.35,20.15,260.25
1782,1002,71.280,169839,8.85,40.14,20.15,251.85
1783,1003,71.320,171372,8.93,40.53,20.15,252.65
1784,1004,71.360,175018,9.12,42.61,20.55,257.75
1785,1005,71.400,178514,9.30,44.45,20.55,261.15
1786,1006,71.440,179739,9.36,44.88,20.15,261.95
1787,1007,71.480,181614,9.46,45.48,20.55,260.05
1788,1008,71.520,181216,9.44,45.70,20.55,250.55
1789,1009,71.560,181210,9.44,45.67,20.55,247.55
1790,1010,71.600,182521,9.51,45.85,20.55,253.15
1791,1011,71.640,182284,9.49,45.43,20.15,231.05
1792,1012,71.680,181410,9.45,46.13,20.15,234.95
1793,1013,71.720,183712,9.57,49.17,19.35,244.45
1794,1014,71.760,185035,9.64,50.32,19.65,239.55
1795,1015,71.800,184268,9.60,49.44,20.15,238.65
1796,1016,71.840,186620,9.72,49.09,19.65,235.45
1797,1017,71.880,185341,9.65,50.31,19.35,239.75
1798,1018,71.920,186576,9.72,52.09,19.35,244.95
1799,1019,71.960,181090,9.43,51.58,19.35,253.55
1800,1020,72.000,181491,9.45,49.70,19.35,248.85
1801,1021,72.040,179744,9.36,46.72,18.85,248.65
1802,1022,72.080,178489,9.30,44.38,18.85,247.45
1803,1023,72.120,177573,9.25,41.83,18.85,237.45
1804,1024,72.160,177842,9.26,39.25,18.85,234.15
1805,1025,72.200,177268,9.23,37.47,18.55,232.45
1806,1026,72.240,173774,9.05,34.92,18.05,224.95
